split,tile,z,x,y,rs_path,map_path,ref_scale_2_path,ref_scale_4_path,has_map,has_ref_scale_2,has_ref_scale_4,width,height,mode
train,16_31860_20436,16,31860,20436,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31860_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31860_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31860_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31860_20436.png,True,True,True,256,256,RGB
train,16_31860_20439,16,31860,20439,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31860_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31860_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31860_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31860_20439.png,True,True,True,256,256,RGB
train,16_31860_20440,16,31860,20440,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31860_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31860_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31860_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31860_20440.png,True,True,True,256,256,RGB
train,16_31861_20433,16,31861,20433,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20433.png,True,True,True,256,256,RGB
train,16_31861_20437,16,31861,20437,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20437.png,True,True,True,256,256,RGB
train,16_31861_20439,16,31861,20439,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20439.png,True,True,True,256,256,RGB
train,16_31861_20442,16,31861,20442,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20442.png,True,True,True,256,256,RGB
train,16_31861_20443,16,31861,20443,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20443.png,True,True,True,256,256,RGB
train,16_31861_20444,16,31861,20444,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20444.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20444.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20444.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20444.png,True,True,True,256,256,RGB
train,16_31861_20446,16,31861,20446,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20446.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20446.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20446.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20446.png,True,True,True,256,256,RGB
train,16_31861_20447,16,31861,20447,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20447.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20447.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20447.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20447.png,True,True,True,256,256,RGB
train,16_31861_20449,16,31861,20449,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31861_20449.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31861_20449.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31861_20449.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31861_20449.png,True,True,True,256,256,RGB
train,16_31862_20435,16,31862,20435,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31862_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31862_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31862_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31862_20435.png,True,True,True,256,256,RGB
train,16_31862_20439,16,31862,20439,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31862_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31862_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31862_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31862_20439.png,True,True,True,256,256,RGB
train,16_31862_20441,16,31862,20441,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31862_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31862_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31862_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31862_20441.png,True,True,True,256,256,RGB
train,16_31862_20445,16,31862,20445,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31862_20445.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31862_20445.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31862_20445.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31862_20445.png,True,True,True,256,256,RGB
train,16_31862_20446,16,31862,20446,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31862_20446.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31862_20446.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31862_20446.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31862_20446.png,True,True,True,256,256,RGB
train,16_31862_20447,16,31862,20447,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31862_20447.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31862_20447.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31862_20447.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31862_20447.png,True,True,True,256,256,RGB
train,16_31862_20448,16,31862,20448,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31862_20448.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31862_20448.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31862_20448.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31862_20448.png,True,True,True,256,256,RGB
train,16_31863_20434,16,31863,20434,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31863_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31863_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31863_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31863_20434.png,True,True,True,256,256,RGB
train,16_31863_20438,16,31863,20438,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31863_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31863_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31863_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31863_20438.png,True,True,True,256,256,RGB
train,16_31863_20439,16,31863,20439,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31863_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31863_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31863_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31863_20439.png,True,True,True,256,256,RGB
train,16_31863_20440,16,31863,20440,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31863_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31863_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31863_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31863_20440.png,True,True,True,256,256,RGB
train,16_31863_20442,16,31863,20442,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31863_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31863_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31863_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31863_20442.png,True,True,True,256,256,RGB
train,16_31863_20443,16,31863,20443,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31863_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31863_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31863_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31863_20443.png,True,True,True,256,256,RGB
train,16_31864_20436,16,31864,20436,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31864_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31864_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31864_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31864_20436.png,True,True,True,256,256,RGB
train,16_31864_20442,16,31864,20442,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31864_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31864_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31864_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31864_20442.png,True,True,True,256,256,RGB
train,16_31864_20443,16,31864,20443,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31864_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31864_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31864_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31864_20443.png,True,True,True,256,256,RGB
train,16_31865_20431,16,31865,20431,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31865_20431.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31865_20431.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31865_20431.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31865_20431.png,True,True,True,256,256,RGB
train,16_31865_20432,16,31865,20432,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31865_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31865_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31865_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31865_20432.png,True,True,True,256,256,RGB
train,16_31865_20433,16,31865,20433,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31865_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31865_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31865_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31865_20433.png,True,True,True,256,256,RGB
train,16_31865_20438,16,31865,20438,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31865_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31865_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31865_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31865_20438.png,True,True,True,256,256,RGB
train,16_31865_20440,16,31865,20440,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31865_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31865_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31865_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31865_20440.png,True,True,True,256,256,RGB
train,16_31865_20442,16,31865,20442,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31865_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31865_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31865_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31865_20442.png,True,True,True,256,256,RGB
train,16_31865_20443,16,31865,20443,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31865_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31865_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31865_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31865_20443.png,True,True,True,256,256,RGB
train,16_31866_20429,16,31866,20429,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20429.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20429.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20429.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20429.png,True,True,True,256,256,RGB
train,16_31866_20430,16,31866,20430,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20430.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20430.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20430.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20430.png,True,True,True,256,256,RGB
train,16_31866_20432,16,31866,20432,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20432.png,True,True,True,256,256,RGB
train,16_31866_20434,16,31866,20434,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20434.png,True,True,True,256,256,RGB
train,16_31866_20435,16,31866,20435,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20435.png,True,True,True,256,256,RGB
train,16_31866_20436,16,31866,20436,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20436.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20436.png,True,True,True,256,256,RGB
train,16_31866_20437,16,31866,20437,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20437.png,True,True,True,256,256,RGB
train,16_31866_20438,16,31866,20438,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20438.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20438.png,True,True,True,256,256,RGB
train,16_31866_20439,16,31866,20439,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20439.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20439.png,True,True,True,256,256,RGB
train,16_31866_20440,16,31866,20440,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20440.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20440.png,True,True,True,256,256,RGB
train,16_31866_20441,16,31866,20441,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31866_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31866_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31866_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31866_20441.png,True,True,True,256,256,RGB
train,16_31867_20428,16,31867,20428,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31867_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31867_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31867_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31867_20428.png,True,True,True,256,256,RGB
train,16_31867_20429,16,31867,20429,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31867_20429.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31867_20429.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31867_20429.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31867_20429.png,True,True,True,256,256,RGB
train,16_31867_20433,16,31867,20433,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31867_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31867_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31867_20433.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31867_20433.png,True,True,True,256,256,RGB
train,16_31867_20434,16,31867,20434,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31867_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31867_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31867_20434.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31867_20434.png,True,True,True,256,256,RGB
train,16_31867_20435,16,31867,20435,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31867_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31867_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31867_20435.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31867_20435.png,True,True,True,256,256,RGB
train,16_31867_20437,16,31867,20437,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31867_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31867_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31867_20437.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31867_20437.png,True,True,True,256,256,RGB
train,16_31868_20428,16,31868,20428,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31868_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31868_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31868_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31868_20428.png,True,True,True,256,256,RGB
train,16_31868_20431,16,31868,20431,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31868_20431.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31868_20431.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31868_20431.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31868_20431.png,True,True,True,256,256,RGB
train,16_31868_20432,16,31868,20432,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31868_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31868_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31868_20432.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31868_20432.png,True,True,True,256,256,RGB
train,16_31869_20428,16,31869,20428,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31869_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31869_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31869_20428.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31869_20428.png,True,True,True,256,256,RGB
train,16_31876_20441,16,31876,20441,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31876_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31876_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31876_20441.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31876_20441.png,True,True,True,256,256,RGB
train,16_31876_20442,16,31876,20442,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31876_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31876_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31876_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31876_20442.png,True,True,True,256,256,RGB
train,16_31876_20443,16,31876,20443,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31876_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31876_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31876_20443.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31876_20443.png,True,True,True,256,256,RGB
train,16_31877_20442,16,31877,20442,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/16_31877_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/16_31877_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_2_256/16_31877_20442.png,data/raw/SCGM/extracted/TMGN_1814/train/ref_scale_4_256/16_31877_20442.png,True,True,True,256,256,RGB
