split,tile,z,x,y,rs_path,map_path,ref_scale_2_path,ref_scale_4_path,has_map,has_ref_scale_2,has_ref_scale_4,width,height,mode
train,14_7970_5107,14,7970,5107,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5107.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5107.png,,,True,False,False,256,256,RGB
train,14_7970_5108,14,7970,5108,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5108.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5108.png,,,True,False,False,256,256,RGB
train,14_7970_5109,14,7970,5109,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5109.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5109.png,,,True,False,False,256,256,RGB
train,14_7970_5110,14,7970,5110,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5110.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5110.png,,,True,False,False,256,256,RGB
train,14_7970_5111,14,7970,5111,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5111.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5111.png,,,True,False,False,256,256,RGB
train,14_7970_5112,14,7970,5112,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5112.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5112.png,,,True,False,False,256,256,RGB
train,14_7970_5113,14,7970,5113,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5113.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5113.png,,,True,False,False,256,256,RGB
train,14_7970_5114,14,7970,5114,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5114.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5114.png,,,True,False,False,256,256,RGB
train,14_7970_5115,14,7970,5115,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5115.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5115.png,,,True,False,False,256,256,RGB
train,14_7970_5116,14,7970,5116,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5116.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5116.png,,,True,False,False,256,256,RGB
train,14_7970_5117,14,7970,5117,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5117.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5117.png,,,True,False,False,256,256,RGB
train,14_7970_5118,14,7970,5118,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5118.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5118.png,,,True,False,False,256,256,RGB
train,14_7970_5119,14,7970,5119,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5119.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5119.png,,,True,False,False,256,256,RGB
train,14_7970_5121,14,7970,5121,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5121.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5121.png,,,True,False,False,256,256,RGB
train,14_7970_5122,14,7970,5122,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5122.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5122.png,,,True,False,False,256,256,RGB
train,14_7970_5123,14,7970,5123,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5123.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5123.png,,,True,False,False,256,256,RGB
train,14_7970_5124,14,7970,5124,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5124.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5124.png,,,True,False,False,256,256,RGB
train,14_7970_5125,14,7970,5125,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5125.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5125.png,,,True,False,False,256,256,RGB
train,14_7970_5126,14,7970,5126,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5126.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5126.png,,,True,False,False,256,256,RGB
train,14_7970_5127,14,7970,5127,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7970_5127.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7970_5127.png,,,True,False,False,256,256,RGB
train,14_7971_5105,14,7971,5105,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5105.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5105.png,,,True,False,False,256,256,RGB
train,14_7971_5106,14,7971,5106,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5106.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5106.png,,,True,False,False,256,256,RGB
train,14_7971_5107,14,7971,5107,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5107.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5107.png,,,True,False,False,256,256,RGB
train,14_7971_5108,14,7971,5108,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5108.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5108.png,,,True,False,False,256,256,RGB
train,14_7971_5109,14,7971,5109,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5109.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5109.png,,,True,False,False,256,256,RGB
train,14_7971_5110,14,7971,5110,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5110.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5110.png,,,True,False,False,256,256,RGB
train,14_7971_5111,14,7971,5111,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5111.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5111.png,,,True,False,False,256,256,RGB
train,14_7971_5112,14,7971,5112,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5112.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5112.png,,,True,False,False,256,256,RGB
train,14_7971_5113,14,7971,5113,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5113.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5113.png,,,True,False,False,256,256,RGB
train,14_7971_5114,14,7971,5114,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5114.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5114.png,,,True,False,False,256,256,RGB
train,14_7971_5115,14,7971,5115,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5115.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5115.png,,,True,False,False,256,256,RGB
train,14_7971_5116,14,7971,5116,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5116.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5116.png,,,True,False,False,256,256,RGB
train,14_7971_5117,14,7971,5117,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5117.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5117.png,,,True,False,False,256,256,RGB
train,14_7971_5118,14,7971,5118,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5118.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5118.png,,,True,False,False,256,256,RGB
train,14_7971_5119,14,7971,5119,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5119.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5119.png,,,True,False,False,256,256,RGB
train,14_7971_5120,14,7971,5120,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5120.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5120.png,,,True,False,False,256,256,RGB
train,14_7971_5121,14,7971,5121,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5121.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5121.png,,,True,False,False,256,256,RGB
train,14_7971_5122,14,7971,5122,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5122.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5122.png,,,True,False,False,256,256,RGB
train,14_7971_5123,14,7971,5123,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5123.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5123.png,,,True,False,False,256,256,RGB
train,14_7971_5124,14,7971,5124,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5124.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5124.png,,,True,False,False,256,256,RGB
train,14_7971_5125,14,7971,5125,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5125.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5125.png,,,True,False,False,256,256,RGB
train,14_7971_5126,14,7971,5126,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5126.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5126.png,,,True,False,False,256,256,RGB
train,14_7971_5127,14,7971,5127,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5127.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5127.png,,,True,False,False,256,256,RGB
train,14_7971_5128,14,7971,5128,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5128.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5128.png,,,True,False,False,256,256,RGB
train,14_7971_5129,14,7971,5129,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7971_5129.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7971_5129.png,,,True,False,False,256,256,RGB
train,14_7972_5104,14,7972,5104,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5104.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5104.png,,,True,False,False,256,256,RGB
train,14_7972_5105,14,7972,5105,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5105.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5105.png,,,True,False,False,256,256,RGB
train,14_7972_5106,14,7972,5106,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5106.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5106.png,,,True,False,False,256,256,RGB
train,14_7972_5107,14,7972,5107,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5107.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5107.png,,,True,False,False,256,256,RGB
train,14_7972_5108,14,7972,5108,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5108.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5108.png,,,True,False,False,256,256,RGB
train,14_7972_5109,14,7972,5109,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5109.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5109.png,,,True,False,False,256,256,RGB
train,14_7972_5110,14,7972,5110,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5110.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5110.png,,,True,False,False,256,256,RGB
train,14_7972_5111,14,7972,5111,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5111.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5111.png,,,True,False,False,256,256,RGB
train,14_7972_5112,14,7972,5112,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5112.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5112.png,,,True,False,False,256,256,RGB
train,14_7972_5113,14,7972,5113,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5113.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5113.png,,,True,False,False,256,256,RGB
train,14_7972_5114,14,7972,5114,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5114.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5114.png,,,True,False,False,256,256,RGB
train,14_7972_5115,14,7972,5115,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5115.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5115.png,,,True,False,False,256,256,RGB
train,14_7972_5116,14,7972,5116,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5116.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5116.png,,,True,False,False,256,256,RGB
train,14_7972_5118,14,7972,5118,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5118.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5118.png,,,True,False,False,256,256,RGB
train,14_7972_5119,14,7972,5119,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5119.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5119.png,,,True,False,False,256,256,RGB
train,14_7972_5120,14,7972,5120,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5120.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5120.png,,,True,False,False,256,256,RGB
train,14_7972_5121,14,7972,5121,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5121.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5121.png,,,True,False,False,256,256,RGB
train,14_7972_5122,14,7972,5122,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5122.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5122.png,,,True,False,False,256,256,RGB
train,14_7972_5123,14,7972,5123,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5123.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5123.png,,,True,False,False,256,256,RGB
train,14_7972_5125,14,7972,5125,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5125.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5125.png,,,True,False,False,256,256,RGB
train,14_7972_5126,14,7972,5126,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5126.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5126.png,,,True,False,False,256,256,RGB
train,14_7972_5127,14,7972,5127,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5127.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5127.png,,,True,False,False,256,256,RGB
train,14_7972_5128,14,7972,5128,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5128.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5128.png,,,True,False,False,256,256,RGB
train,14_7972_5129,14,7972,5129,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5129.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5129.png,,,True,False,False,256,256,RGB
train,14_7972_5130,14,7972,5130,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5130.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5130.png,,,True,False,False,256,256,RGB
train,14_7972_5131,14,7972,5131,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7972_5131.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7972_5131.png,,,True,False,False,256,256,RGB
train,14_7973_5104,14,7973,5104,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5104.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5104.png,,,True,False,False,256,256,RGB
train,14_7973_5105,14,7973,5105,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5105.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5105.png,,,True,False,False,256,256,RGB
train,14_7973_5106,14,7973,5106,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5106.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5106.png,,,True,False,False,256,256,RGB
train,14_7973_5107,14,7973,5107,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5107.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5107.png,,,True,False,False,256,256,RGB
train,14_7973_5108,14,7973,5108,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5108.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5108.png,,,True,False,False,256,256,RGB
train,14_7973_5109,14,7973,5109,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5109.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5109.png,,,True,False,False,256,256,RGB
train,14_7973_5110,14,7973,5110,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5110.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5110.png,,,True,False,False,256,256,RGB
train,14_7973_5111,14,7973,5111,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5111.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5111.png,,,True,False,False,256,256,RGB
train,14_7973_5112,14,7973,5112,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5112.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5112.png,,,True,False,False,256,256,RGB
train,14_7973_5113,14,7973,5113,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5113.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5113.png,,,True,False,False,256,256,RGB
train,14_7973_5114,14,7973,5114,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5114.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5114.png,,,True,False,False,256,256,RGB
train,14_7973_5115,14,7973,5115,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5115.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5115.png,,,True,False,False,256,256,RGB
train,14_7973_5116,14,7973,5116,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5116.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5116.png,,,True,False,False,256,256,RGB
train,14_7973_5117,14,7973,5117,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5117.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5117.png,,,True,False,False,256,256,RGB
train,14_7973_5118,14,7973,5118,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5118.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5118.png,,,True,False,False,256,256,RGB
train,14_7973_5119,14,7973,5119,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5119.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5119.png,,,True,False,False,256,256,RGB
train,14_7973_5120,14,7973,5120,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5120.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5120.png,,,True,False,False,256,256,RGB
train,14_7973_5121,14,7973,5121,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5121.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5121.png,,,True,False,False,256,256,RGB
train,14_7973_5122,14,7973,5122,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5122.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5122.png,,,True,False,False,256,256,RGB
train,14_7973_5123,14,7973,5123,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5123.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5123.png,,,True,False,False,256,256,RGB
train,14_7973_5124,14,7973,5124,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5124.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5124.png,,,True,False,False,256,256,RGB
train,14_7973_5125,14,7973,5125,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5125.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5125.png,,,True,False,False,256,256,RGB
train,14_7973_5126,14,7973,5126,data/raw/SCGM/extracted/TMGN_1814/train/rs_256/14_7973_5126.png,data/raw/SCGM/extracted/TMGN_1814/train/map_256/14_7973_5126.png,,,True,False,False,256,256,RGB
